name,manufacturer,length,diameter,launch_mass,dry_mass,thrust,burn_duration,engine
VAM-20,AJ,1.8,0.33,0.3,140.0,80.0,2.5,2.5KS18000
Tramontane,ONERA,2.4,0.33,0.3,124.0,50.0,6.7,SEPR-200
ASAS,THKE,0.9,0.33,0.1,,7.0,15.0,Mk 136
Gradicom 1,CITED,2.5,0.32,0.4,,,,Gradicom 1
Gradicom 2,CITED,2.5,0.32,0.2,,,,Gradicom 2
RX-320,LAPAN,4.7,0.32,0.5,,52.0,,RX-320
Jericho II,SUD,2.7,0.31,0.3,,20.0,23.8,Jericho II
Belier,SUD,2.9,0.31,0.3,100.0,20.0,23.4,Jericho IV
Belier II,SUD,2.9,0.31,0.3,80.0,20.0,23.4,Belier II
Belier III,SUD,2.9,0.31,0.3,100.0,20.0,23.4,Vega
RH-300,VSSC,2.8,0.31,0.3,79.0,33.3,16.0,RH-300
RH-300 Mk II,VSSC,3.4,0.31,0.5,,39.1,20.2,RH-300-II
SB-310,ISAS,5.8,0.31,0.5,190.0,95.0,7.4,SB-310
S-310,ISAS,5.0,0.31,0.6,230.0,80.0,31.6,S-310
BT-310,ISAS,6.0,0.31,0.6,230.0,80.0,31.6,S-310
S-300,ISAS,6.0,0.3,0.5,,,,S-300
LS-A,MHITO,4.5,0.3,0.3,,10.0,35.0,LE-1
K10S,ISAS,0.5,0.3,0.1,,,,K10S
Nike-46 Sustainer,AJ,6.0,0.3,0.4,,11.4,21.0,X21AL-2600
Nike-47 Sustainer,AJ,6.0,0.3,0.4,,11.4,21.0,21AL-2600
Nike-484 Sustainer,AJ,6.0,0.3,0.4,,11.4,21.0,21AL-2600
Nike-490 Sustainer,AJ,6.0,0.3,0.4,,13.8,71.0,Ajax-490
Ajax,BELL,4.5,0.3,0.5,372.0,11.6,30.0,Ajax
Cluster Stage 3,JPL,1.2,0.3,0.1,63.0,22.0,6.0,RTV
Bullpup,THKE,3.0,0.3,0.3,,111.0,,Aerojet Mk 8
Taepo Dong 1 Stage 3,KPA,1.8,0.3,0.2,50.0,18.0,27.0,TD1
Tiny Tim,USN,2.4,0.3,0.3,278.0,222.0,0.6,Tiny Tim
MARC 14B1,USN,0.8,0.3,0.1,59.0,84.0,0.8,MARC 14B1
Sonda 2A,AVIB,4.2,0.3,0.3,77.0,36.0,20.0,S-20
Sonda 2M,AVIB,2.2,0.3,0.2,69.0,18.0,20.0,S-23
VLS-R1,AVIB,2.5,0.3,0.5,0.0,18.0,20.0,S-20
VLS-R2,AVIB,3.0,0.3,0.5,0.0,18.0,20.0,S-20
VLS-R2 Strapon,AVIB,2.0,0.3,0.5,0.0,18.0,20.0,S-20
VLS-R1 Strapon,AVIB,2.0,0.3,0.5,0.0,18.0,20.0,S-20
WAC Corporal,JPL/DAC,4.9,0.3,0.3,125.0,6.7,45.0,WAC
HOTROC,NOTS,1.8,0.3,0.1,27.0,63.2,4.9,HOTROC
Iris,ATLR,4.0,0.3,0.5,112.0,17.0,52.0,MARC 13A1
FTI,AVIB,5.0,0.3,0.07,1.0,,,FTI
RH-300 Booster,ISRO,2.0,0.28,0.2,65.0,37.5,6.0,RH-300 Booster
Venus,SUD,2.0,0.28,0.2,66.0,44.0,4.3,Venus
Centenario,IIAE,2.4,0.28,0.2,,39.0,11.2,Centenario
SS-50,IIAE,2.0,0.28,0.2,,,18.0,SS-50 Antares
Canopus,IIAE,2.0,0.28,0.2,,,18.0,Canopus
SpaceLoft XL,UPAE,4.0,0.27,0.2,,45.0,13.5,SpaceLoft
Gosling,RORD,3.3,0.26,0.2,,152.0,2.5,Gosling
Gosling IIN,RORD,3.5,0.26,0.2,,140.0,3.0,Gosling
Gosling IV,RORD,3.5,0.26,0.3,,140.0,3.0,Gosling 4
Gosling 4T,RORD,3.6,0.26,0.3,89.0,137.0,3.1,Gosling 4
Heron,RORD,3.6,0.26,0.3,72.0,137.0,3.1,Gosling 4
Goose,RORD,3.4,0.26,0.3,95.0,22.0,17.0,Goose II
Snipe,RORD,2.1,0.26,0.2,58.0,16.0,16.0,Snipe
Black Brant IIIA,BAL,3.7,0.26,0.3,50.0,49.0,9.0,9KS11000
Black Brant IIIB,BAL,3.9,0.26,0.3,50.0,45.0,12.0,12KS10000
DAC Roc,DAC,3.0,0.25,0.3,,50,10.0,DACRoc
M-100,TAIFUN,3.5,0.25,0.3,110.0,,5.0,M-100
M-100 St2,TAIFUN,1.6,0.25,0.1,55.0,,4.5,M-100 St2
FFK,ERNO,4.0,0.25,0.3,,,,FFK
HTR,NAMMO,10.0,0.25,0.5,,30.0,20.0,HTR
CSXT,CSXT,6.4,0.25,0.3,96.0,71.0,13.4,S-50000
RX-250-LPN,LAPAN,5.3,0.25,0.3,,52.0,6.0,RX-250-LPN
K245,ISAS,1.0,0.25,0.1,40.0,34.0,9.3,K250
Kappa 6,ISAS,2.3,0.25,0.2,40.0,34.0,9.3,K250
Kappa 6H,ISAS,3.6,0.25,0.3,50.0,,7.2,K250H
Kappa 8,ISAS,3.1,0.25,0.3,50.0,34.0,9.7,K250-8
K250,ISAS,4.6,0.25,0.3,50.0,43.0,7.6,K250
S-250,ISAS,2.0,0.25,0.2,,,,SO-250
NAL-25,MHITO,4.0,0.25,0.0,,,,NAL-25
LPR-3T,VSSC,2.0,0.25,0.3,,,,LPR-3T
FTV,VSSC,2.0,0.25,0.3,,,,
SEGPRO,VSSC,2.0,0.25,0.3,,,,
CB-250,VSSC,1.0,0.25,0.3,,,,RH-75
Private A,JPL,2.3,0.25,0.3,130.0,4.4,30.0,30AS1000
Private F,JPL,2.3,0.25,0.3,130.0,4.4,30.0,30AS1000
Cygnus 10,PARD,0.4,0.25,0.0,1.0,10.0,3.2,Cygnus 10
Javelin 3,SDCO,2.6,0.23,0.2,,93.0,,Javelin 3
Hydac,SDCO,3.7,0.23,0.3,,58.7,,Hydac
ILR-33,PAI,4.5,0.23,0.2,,4.0,40.0,ILR-33
MLRS,LMCAM,2.0,0.23,0.3,,53.0,3.2,MLRS
Mesquito,LMCAM,2.0,0.23,0.3,,53.0,3.2,MLRS
Mayfly,WRE,3.1,0.23,0.25,,62.0,3.6,Mayfly
AeroHTV,AEROPH,1.7,0.23,0.1,,,,Loki
Recruit,THKE,2.6,0.23,0.2,,156.0,1.5,1.5KS35000
Recruit 1A,THKE,3.1,0.23,0.2,67.0,132.0,2.2,TE-29-1A
Yardbird,THKE,2.5,0.23,0.2,29.0,75.0,3.4,Yardbird
Tomahawk 1,THKE,3.5,0.22,0.2,60.0,53.0,9.0,TE-406
Tomahawk,THKE,3.5,0.22,0.2,60.0,53.0,9.5,TE-416
Kappa 3 Booster,ISAS,2.5,0.22,0.2,,,,K220
Melanie,ONERA,3.0,0.22,0.1,40.0,38.0,4.4,Melanie
Orion-2,IIAE,3.0,0.21,0.1,55.0,,12.0,Orion-2
Orion-1,IIAE,3.0,0.21,0.1,55.0,,12.0,Orion-1
Cedre-4 St1,LRS,3.0,0.21,1.0,,138.0,,Cedre-4 St1
Cedre St2,LRS,2.1,0.21,0.4,,78.0,,Cedre St2
Elan,CFTHB,1.6,0.21,0.08,32.0,,2.5,Agnes
Emilie,CFTHB,1.6,0.21,0.08,32.0,,2.5,Emilie
Vela,WRE,3.1,0.21,0.12,59.0,26.7,5.0,Vela
S-210,ISAS,5.1,0.21,0.26,,,17.0,S-210
TT-210,NASDA,5.3,0.21,0.2,,,,TT-210
Proson St1,CITEF,1.5,0.2,0.1,,,,Proson 1
Traveler,USCLA,4.0,0.2,0.14,,,,Traveler
Stratos II+,DARE,7.0,0.2,0.19,100.0,8.0,23.0,DHX-200 Aurora
Mimosa,ONERA,2.6,0.2,0.2,40.0,33.0,5.0,SEPR 685-4
RH-200,VSSC,1.4,0.2,0.1,,16.9,5.7,RH-200
RH-200SV,VSSC,1.4,0.21,0.14,48.0,16.9,10.0,RH-200SV
MMR-06,GMS,2.5,0.2,0.1,20.0,,9.0,MMR-06
TT-200,NASDA,5.0,0.2,0.2,,,,TT-200
T-40,THKE,1.4,0.2,0.1,15.0,13.3,6.0,T-40
Cirrus I,DRG,2.0,0.2,0.1,,5.0,,Cirrus I
Cirrus II,DRG,2.0,0.2,0.1,,18.0,,Cirrus II
Iroquois,THKE,2.7,0.2,0.1,43.0,24.4,7.7,TE-388
Meteor 3B Booster,PIHM,1.0,0.2,0.06,,,2.3,Meteor-1
Shrike,NWC,2.0,0.2,,,,,Mk 39
Sparrow,HUMS,1.3,0.2,0.1,,35.0,1.8,1.8KS7800
22.6KS1245,HUMS,1.3,0.2,0.06,5.0,5.5,22.6,22.6KS1245
NOTS 8in,NOTS,0.5,0.2,0.01,3.0,5.1,5.7,NOTS 8
Petrel,BAJUK,1.8,0.19,0.1,26.0,4.5,30.0,Lapwing
Petrel 2,BAJUK,1.8,0.19,0.1,26.0,4.5,30.0,Lapwing
Viper V,OSCC,2.2,0.18,0.1,,27.0,5.2,Viper V
Lobster I,RORD,1.9,0.18,0.03,,29.0,2.0,Lobster
Demon,RORD,2.8,0.18,0.0,,,2.3,Demon
Dorado,WRE,3.1,0.18,0.14,66.0,42.0,4.1,Dorado
Gun Projectile 7,BRL,1.0,0.18,0.1,,,,
Astrid,LLNL,1.9,0.17,0.02,8.0,0.4,30.0,MR-125
Asp,COOP,2.7,0.165,0.1,18.0,26.0,5.3,RM-1100
Asp II,COOP,2.7,0.165,0.1,18.0,26.0,3.6,Asp II
Asp III,COOP,2.7,0.165,0.1,18.0,26.0,3.3,Asp III
Asp IV,COOP,2.8,0.165,0.094,27.0,12.7,12.0,RM-1400
Sword,LPC,1.2,0.166,0.1,12.0,16.0,3.8,Sword 3KS5000
Kiva,RPI,2.6,0.166,0.1,24.0,27.0,5.5,Kiva 5.5KS6100
Kisha,RPI,2.0,0.166,0.1,,21.0,4.4,Kisha I 4.4KS4800
Cajun,THKE,2.6,0.166,0.1,22.0,36.0,3.0,Cajun
Viper I,LPC,2.7,0.166,0.09,25.0,24.0,5.6,5.6KS5400
Viper IC,LPC,2.7,0.166,0.09,25.0,24.0,5.6,5.6KS5400
Viper II,LPC,2.7,0.166,0.09,25.0,35.8,3.8,3.8KS8040
SDC Viper,SDCO,2.7,0.166,0.09,20.0,35.8,3.2,3.52KS8500
Apache,THKE,2.6,0.166,0.1,39.0,21.0,6.0,TE-307
Deacon,ABL,2.8,0.152,0.1,24.0,26.0,3.0,X-220
Melusine,CFTHB,1.9,0.16,0.0,29.0,,8.0,Melusine
Melanie 1,ATEF,1.1,0.16,0.01,,,,Melanie
Prosper,ATEF,1.2,0.16,0.01,,,,Melanie
Lex,SNECMA,2.6,0.16,0.1,20.0,10.0,20.0,MT 27
NAL-16,MHITO,3.9,0.165,0.1,40.0,10.0,14.0,NAL-16
Kappa 8L,ISAS,2.4,0.16,0.1,20.0,,5.3,K160
S-160,ISAS,3.9,0.16,0.1,,,,S-160
S-A,MHITO,2.8,0.16,0.037000000000000005,,2.5,,S-A
S-B,MHITO,2.8,0.16,0.1,,,,S-B
S-C,MHITO,2.8,0.16,0.1,,,,S-C
Falcon,THKX,1.0,0.16,0.02,0.0,0.0,0.0,Falcon
Hyperion,EAC,5.8,0.147,0.1,46.0,6.0,15.0,Hyperion
Atea-1,RLABN,3.0,0.15,0.06,,6.9,14.5,Atea-1
Icarus,ERAU,2.3,0.15,0.04,4.0,15.8,6.4,Icarus
Arcon,ATLR,2.5,0.15,0.1,30.0,4.5,33.0,Arcon
T-55,THKE,1.5,0.15,0.0,12.0,21.0,1.3,T-55
ZN-1,NUDTC,2.7,0.15,0.1,,,,ZN-1
K150,ISAS,3.5,0.15,0.1,10.0,19.0,15.8,K150
MERA,KBPT,1.0,0.15,0.02,4.0,,,MERA
AeroHTV Stage 2,AEROPH,1.7,0.15,0.1,,,,Loki
RTV Motor,JPL,1.2,0.15,0.025,6.0,8.6,7.6,RTV
Baby Sergeant,JPL/GCR,1.2,0.15,0.025,4.0,8.6,7.6,RM-3141
Astrobee D,AJSP,2.8,0.15,0.1,20.0,8.9,17.0,Astrobee D
Luzou,SEP,0.3,0.15,0.01,3.0,3.0,1.7,Luzou
Sirocco,SDCO,2.8,0.14,0.1,20.0,,,Sirocco
Meteo,SUD,3.4,0.15,0.02,,,,
MT-135P,NISST,3.3,0.14,0.0,,12.0,10.5,MT-135
Ivanov,FIAN,1.0,0.14,0.1,,,,
Ivanov Booster,FIAN,0.4,0.14,0.1,,,,
GammaCen Booster,IIAE,0.8,0.13,0.03,,,,
Emma Booster,MATRA,0.8,0.13,0.02,13.0,14.8,1.0,SEPR P191
Theodore,ATEF,0.8,0.13,0.01,,1.8,10.0,Theodore
Oreste,ATEF,0.5,0.13,0.01,,0.9,8.0,Oreste
Emma,MATRA,1.7,0.13,0.05,11.0,1.4,37.0,SEPR P163
HALO,HAL5,1.6,0.13,0.02,10.0,0.2,,HALO
Martlet 1,SRCI,1.5,0.13,0.2,170.0,0.0,0.0,
Martlet 2,SRCI,1.5,0.13,0.2,170.0,0.0,0.0,
Martlet 3A,SRCI,1.5,0.13,0.2,170.0,0.0,0.0,
Martlet 3B,SRCI,1.5,0.13,0.2,170.0,0.0,0.0,
Gun Projectile 5,BRL,1.0,0.13,0.1,,,,
Kappa 1,ISAS,2.7,0.13,0.04,20.0,10.0,3.0,Kappa 1
Kappa 4,ISAS,2.7,0.13,0.04,20.0,10.0,3.0,Kappa 4
Cygnus 5,LARC,0.2,0.13,0.0,1.0,2.3,1.6,Cygnus 5
FTB,AVIB,3.0,0.13,0.07,1.0,,,SS-30
Skua,BAJUK,2.2,0.13,0.04,10.0,1.8,30.0,Bantam
Skua 2,BAJUK,2.4,0.13,0.04,10.0,1.8,30.0,Bantam 2
Skua 3,BAJUK,2.4,0.13,0.08,12.0,1.7,34.0,Bantam 3
Aurore,SNECMA,2.1,0.13,0.05,20.0,10.5,5.3,Aurore
HVAR,CIT/NOTS,1.7,0.13,0.04,17.0,25.0,0.9,HVAR
HPAG,NOTS,1.8,0.13,0.03,12.0,12.5,2.7,HPAG
NOTS 124-C,NOTS,1.0,0.13,0.03,,,,NOTS 124-C
Sidewinder,THKX,1.8,0.13,0.04,18.0,,,Mk 36
Sidewinder 1C,THKX,1.8,0.13,0.04,18.0,,,Mk 36 Mod 5
Sidewinder 1D,THKX,1.8,0.13,0.044000000000000004,16.0,12.2,4.7,Mk 50 Mod 0
Sidewinder 1A,THKX/NOTS,1.9,0.13,0.04,18.0,17.7,2.1,Mk 17
Sidewinder 1A-15,THKX/NOTS,1.9,0.13,0.04,18.0,17.7,2.1,Mk 15
LAPSTAR,WRE,1.5,0.13,0.05,15.0,13.7,2.7,LAPSTAR
Lupus,WRE,1.7,0.13,0.03,16.0,9.5,5.2,Lupus 1A
Lupus 2,WRE,1.7,0.13,0.04,16.0,9.5,4.0,Lupus 2
Lupus 3,WRE,2.0,0.13,0.04,16.0,9.5,4.0,Lupus 3
Sonda 1-1,IAE,1.5,0.13,0.03,15.0,27.0,,Sonda 1 Booster
MCR-3,VSSC,1.0,0.12,0.02,,,,MCR-3
RH-125,VSSC,1.4,0.12,0.02,11.0,8.4,2.9,RH-125
RH-125S,VSSC,1.6,0.12,0.02,14.0,1.3,32.0,RH-125S
LPR-006,VSSC,3.0,0.13,0.2,,6.0,,LPR-006
Black Brant VI,BAL,2.0,0.12,0.1,20.0,7.4,9.0,9KS1660
INTA-100,INTA,2.5,0.12,0.03,,1.5,32.0,Urbion
DIM,IIAE,1.9,0.125,0.04,,,,DIM
Meteor 1,PIHM,1.8,0.11,0.03,10.0,14.0,2.3,Meteor-1
Meteor 3 Booster,PIHM,1.8,0.11,0.03,10.0,14.0,2.3,Meteor-1
Meteor SRB,PIHM,1.7,0.11,0.0,15.0,14.0,2.3,Meteor-1
Sonda 1-2,IAE,2.1,0.11,0.03,14.0,4.2,32.0,Sonda 1
Rocketsonde,UNK,2.0,0.11,0.0,15.0,,,
Rocketsonde2,UNK,2.0,0.11,0.0,15.0,,,
Arcas,ATLR,1.8,0.11,0.0,15.0,1.5,29.0,MARC 2B1
Frangible Arcas,ATLR,1.8,0.11,0.0,15.0,1.5,29.0,MARC 2B1
HV Arcas,ATLR,1.6,0.11,0.0,15.0,1.5,29.0,MARC 2C2
Super Arcas,ATLR,2.0,0.11,0.04,15.0,1.5,40.0,MARC 60A
MARC 14A1,ATLR,0.7,0.11,0.016,11.0,12.0,0.8,MARC 14A1
MARC 42A1,ATLR,1.6,0.11,0.03,15.0,12.2,3.0,MARC 42A1
MARC 42A2,ATLR,0.9,0.11,0.0,,,,MARC 42A2
Hopi,RPI,2.1,0.11,0.03,7.0,18.0,3.0,Hopi 3.0KS4000
Hopi III,RPI,2.0,0.11,0.03,8.0,28.0,2.1,Hopi 2.4KS5600
Hopi IV,RPI,2.4,0.11,0.04,9.0,7.7,9.0,Hopi 9.0KS1800
Viper IIIA,SDCO,2.4,0.11,0.04,9.0,24.7,2.2,Viper IIIA
TME DART,TMINUS,2.3,0.11,0.04,7.0,8.0,6.5,TME DART
Super Loki,SDCO,2.0,0.1,0.03,6.0,18.0,2.1,Super Loki
Stable Super Loki,SDCO,2.3,0.1,0.027000000000000003,6.0,21.0,2.1,Stable Super Loki
FalconLaunch,USAFA,2.0,0.1,0.03,6.0,18.0,2.1,Super Loki
Icarus Stage 2,ERAU,1.4,0.11,0.01,4.0,4.1,7.0,Icarus St2
Excalibur,BAL,2.4,0.11,0.04,13.0,25.0,2.5,Excalibur
Proson St2,CITEF,1.6,0.106,0.03,,,,Proson 2
INTA S-12,INTA,1.6,0.1,0.03,,16.7,1.2,INTA S-12
Arcon booster,ATLR,0.7,0.1,0.0,8.0,14.0,0.4,Arcon booster
ILR-33 Booster,PAI,1.4,0.1,0.1,,6.0,2.5,ILR-33 Booster
SkylarkMicro Booster,SKYR,1.5,0.1,0.0,,1.6,,SkyMicro1
Chick,RORD,0.6,0.1,0.05,6.0,20.0,0.2,Chick
Chick x3,RORD,0.6,0.1,0.0,6.0,60.0,0.2,Chick
Chick x4,RORD,0.6,0.1,0.0,6.0,80.0,0.2,Chick
Belisama,CFTHB,1.6,0.1,0.03,14.0,24.0,0.9,Belisama
SEPR P167,SEP,1.0,0.1,0.0,,,,SEPR P167
KM-L,NISST,0.1,0.1,0.004,1.0,,,KM-L
ST,MHITO,1.0,0.1,0.0,,,,S-B
SA-II,MHITO,1.0,0.1,0.0,,,,SA-II
GammaCen Sustainer,IAE,1.6,0.09,,,,,
LaRC Plastic,LARC,0.5,0.09,0.0,1.0,0.3,3.0,LaRC Plastic
Musca,WRE,1.7,0.09,0.01,,5.1,3.7,Musca
Arrow II,GCR,1.5,0.08,0.01,2.0,10.0,2.0,Arrow II
Loki-Dart,GCR,1.7,0.08,0.0,3.0,15.0,0.8,Loki
Loki SR71-AD-1,SDCO,1.7,0.08,0.011000000000000001,2.0,9.0,2.0,SR71-AD-1
Loki II,GCR,1.7,0.08,0.011000000000000001,2.0,9.0,2.0,Loki II
Loki,GCR,1.7,0.08,0.0,3.0,15.0,0.8,Loki
Judi I,RPI,1.7,0.08,0.01,2.0,9.0,1.9,Judi-I 1.9KS2150
Judi III,RPI,2.3,0.08,0.0,2.0,9.0,1.9,Judi-III 1.9KS2100
Seagull,USN,1.5,0.08,0.01,1.0,10.0,2.0,Seagull
Metroc,ATLR,1.4,0.08,0.01,0.0,0.6,17.5,MARC 21A1
Cedre St3,LRS,2.1,0.08,0.2,,20.0,,Cedre St3
RH-75,VSSC,1.2,0.08,0.01,,,,RH-75
NOTS 3in Sph.,NOTS,0.1,0.08,0.0,1.0,0.7,1.0,NOTS 3SM
Black Brant VII,BAL,1.7,0.09,0.0,10.0,1.0,4.0,BB7
HAEC FFAR,UNK,1.4,0.08,0.0,,,2.8,HAEC FFAR
SkylarkMicro,SKYR,1.8,0.08,0.0,,0.8,,SkyMicro2
FFAR,PARD,1.2,0.07,0.0,5.0,3.6,1.5,FFAR
Mk7,PARD,1.2,0.07,0.01,9.0,9.8,0.9,Mk7
NAL-7,MHITO,2.0,0.07,0.0,,5.0,1.0,NAL-7
Balloon,,0.0,0.0,0.0,0.0,0.0,0.0,
F-104A Starfighter,,0.0,0.0,0.0,0.0,0.0,0.0,
F2H2 Banshee,,0.0,0.0,0.0,0.0,0.0,0.0,
F3H Cougar,,0.0,0.0,0.0,0.0,0.0,0.0,
F4B Phantom,,0.0,0.0,0.0,0.0,0.0,0.0,
F4D Phantom,,0.0,0.0,0.0,0.0,0.0,0.0,
F4D-1 Skyray,,0.0,0.0,0.0,0.0,0.0,0.0,
F4H Phantom,,0.0,0.0,0.0,0.0,0.0,0.0,
F-15D,,0.0,0.0,0.0,0.0,0.0,0.0,
F86D Sabrejet,,0.0,0.0,0.0,0.0,0.0,0.0,
F89J Scorpion,,0.0,0.0,0.0,0.0,0.0,0.0,
B-47 Stratojet,,0.0,0.0,0.0,0.0,0.0,0.0,
RB-57B,,0.0,0.0,0.0,0.0,0.0,0.0,
B-57A Canberra,,0.0,0.0,0.0,0.0,0.0,0.0,
B-58 Hustler,,0.0,0.0,0.0,0.0,0.0,0.0,
NB-52,,0.0,0.0,0.0,0.0,0.0,0.0,
B-52H,,0.0,0.0,0.0,0.0,0.0,0.0,
C-17,,0.0,0.0,0.0,0.0,0.0,0.0,
C-130,,0.0,0.0,0.0,0.0,0.0,0.0,
White Knight,,0.0,0.0,0.0,0.0,0.0,0.0,
White Knight 2,,0.0,0.0,0.0,0.0,0.0,0.0,
MiG31D 072,,0.0,0.0,0.0,0.0,0.0,0.0,
MiG-31,,0.0,0.0,0.0,0.0,0.0,0.0,
L-1011,,0.0,0.0,0.0,0.0,0.0,0.0,
B747-CG,,0.0,0.0,0.0,0.0,0.0,0.0,
Navaho Booster,NAAD,23.2,,,,0.0,0.0,G-38
Navaho Missile,NAAD,21.3,,,,0.0,0.0,
X-10,NAAD,21.3,,,,0.0,0.0,
Regulus,VOUA,10.1,1.4,6.6,,0.0,0.0,
Regulus II,VOUA,20.5,1.3,10.2,,0.0,0.0,
Matador,MARTB,0.0,0.0,0.0,0.0,0.0,0.0,TX-16-1
Mace,MARTB,0.0,0.0,0.0,0.0,0.0,0.0,TU-223
Snark Booster,NORTH,0.0,0.0,0.0,0.0,0.0,0.0,N-69C Snark JATO
BLDT,,0.0,0.0,0.0,0.0,0.0,0.0,RS-B-535
Bomarc A,BOC,0.0,0.0,0.0,0.0,0.0,0.0,LR59-AJ-13
Bomarc B,BOC,0.0,0.0,0.0,0.0,0.0,0.0,XM-51
Bull Goose,FAIRA,0.0,0.0,0.0,0.0,0.0,0.0,
Hound Dog,NAA,0.0,0.0,0.0,0.0,0.0,0.0,
X-7,LVN,0.0,0.0,0.0,0.0,0.0,0.0,
X-51A,BNAP,4.5,0.61,0.0,0.0,0.0,0.0,
D-21B,LAC,13.1,2.1,5.1,0.0,0.0,0.0,
BOZ,PROG,0.0,0.0,0.0,0.0,0.0,0.0,
SOZ,PROG,0.0,0.0,0.0,0.0,0.0,0.0,
Perekhodnik,,0.0,0.0,0.0,0.0,0.0,0.0,
Sep Motor Cover,,0.0,0.0,0.0,0.0,0.0,0.0,
S-II Interstage,,0.0,0.0,0.0,0.0,0.0,0.0,
Dummy stage,,0.0,0.0,0.0,0.0,0.0,0.0,
R-UNK,UNK,0.0,0.0,,,,,
,,,,,,,,
